PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S,kfold
591,0,3,35.0,0,0,7.125,1,0,1,1
100,0,2,34.0,1,0,26.0,1,0,1,1
569,0,3,25.0,0,0,7.2292,1,0,0,1
112,0,3,14.5,1,0,14.4542,0,0,0,1
561,0,3,25.0,0,0,7.75,1,1,0,1
446,1,1,4.0,0,2,81.8583,1,0,1,1
136,0,2,23.0,0,0,15.0458,1,0,0,1
231,1,1,35.0,1,0,83.475,0,0,1,1
265,0,3,25.0,0,0,7.75,0,1,0,1
280,1,3,35.0,1,1,20.25,0,0,1,1
387,0,3,1.0,5,2,46.9,1,0,1,1
250,0,2,54.0,1,0,26.0,1,0,1,1
139,0,3,16.0,0,0,9.2167,1,0,1,1
128,1,3,24.0,0,0,7.1417,1,0,1,1
829,1,3,25.0,0,0,7.75,1,1,0,1
177,0,3,25.0,3,1,25.4667,1,0,1,1
738,1,1,35.0,0,0,512.3292,1,0,0,1
869,0,3,25.0,0,0,9.5,1,0,1,1
194,1,2,3.0,1,1,26.0,1,0,1,1
240,0,2,33.0,0,0,12.275,1,0,1,1
724,0,2,50.0,0,0,13.0,1,0,1,1
864,0,3,25.0,8,2,69.55,0,0,1,1
652,1,2,18.0,0,1,23.0,0,0,1,1
96,0,3,25.0,0,0,8.05,1,0,1,1
42,0,2,27.0,1,0,21.0,0,0,1,1
49,0,3,25.0,2,0,21.6792,1,0,0,1
641,0,3,20.0,0,0,7.8542,1,0,1,1
536,1,2,7.0,0,2,26.25,0,0,1,1
54,1,2,29.0,1,0,26.0,0,0,1,1
399,0,2,23.0,0,0,10.5,1,0,1,1
16,1,2,55.0,0,0,16.0,0,0,1,1
616,1,2,24.0,1,2,65.0,0,0,1,1
707,1,2,45.0,0,0,13.5,0,0,1,1
651,0,3,25.0,0,0,7.8958,1,0,1,1
132,0,3,20.0,0,0,7.05,1,0,1,1
614,0,3,25.0,0,0,7.75,1,1,0,1
881,1,2,25.0,0,1,26.0,0,0,1,1
571,1,2,62.0,0,0,10.5,1,0,1,1
795,0,3,25.0,0,0,7.8958,1,0,1,1
298,0,1,2.0,1,2,151.55,0,0,1,1
439,0,1,64.0,1,4,263.0,1,0,1,1
92,0,3,20.0,0,0,7.8542,1,0,1,1
487,1,1,35.0,1,0,90.0,0,0,1,1
370,1,1,24.0,0,0,69.3,0,0,0,1
803,1,1,11.0,1,2,120.0,1,0,1,1
293,0,2,36.0,0,0,12.875,1,0,0,1
333,0,1,38.0,0,1,153.4625,1,0,1,1
662,0,3,40.0,0,0,7.225,1,0,0,1
330,1,1,16.0,0,1,57.9792,0,0,0,1
783,0,1,29.0,0,0,30.0,1,0,1,1
121,0,2,21.0,2,0,73.5,1,0,1,1
758,0,2,18.0,0,0,11.5,1,0,1,1
816,0,1,37.0,0,0,0.0,1,0,1,1
552,0,2,27.0,0,0,26.0,1,0,1,1
734,0,2,23.0,0,0,13.0,1,0,1,1
648,1,1,56.0,0,0,35.5,1,0,0,1
584,0,1,36.0,0,0,40.125,1,0,0,2
392,1,3,21.0,0,0,7.7958,1,0,1,2
807,0,1,39.0,0,0,0.0,1,0,1,2
199,1,3,25.0,0,0,7.75,0,1,0,2
215,0,3,25.0,1,0,7.75,1,1,0,2
663,0,1,47.0,0,0,25.5875,1,0,1,2
470,1,3,0.75,2,1,19.2583,0,0,0,2
427,1,2,28.0,1,0,26.0,0,0,1,2
396,0,3,22.0,0,0,7.7958,1,0,1,2
596,0,3,36.0,1,1,24.15,1,0,1,2
409,0,3,21.0,0,0,7.775,1,0,1,2
432,1,3,25.0,1,0,16.1,0,0,1,2
567,0,3,19.0,0,0,7.8958,1,0,1,2
718,1,2,27.0,0,0,10.5,0,0,1,2
593,0,3,47.0,0,0,7.25,1,0,1,2
887,0,2,27.0,0,0,13.0,1,0,1,2
122,0,3,25.0,0,0,8.05,1,0,1,2
129,1,3,25.0,1,1,22.3583,0,0,0,2
183,0,3,9.0,4,2,31.3875,1,0,1,2
704,0,3,25.0,0,0,7.7417,1,1,0,2
700,0,3,42.0,0,0,7.65,1,0,1,2
644,1,3,25.0,0,0,56.4958,1,0,1,2
453,0,1,30.0,0,0,27.75,1,0,0,2
82,1,3,29.0,0,0,9.5,1,0,1,2
325,0,3,25.0,8,2,69.55,1,0,1,2
657,0,3,25.0,0,0,7.8958,1,0,1,2
45,1,3,19.0,0,0,7.8792,0,1,0,2
519,1,2,36.0,1,0,26.0,0,0,1,2
788,0,3,8.0,4,1,29.125,1,1,0,2
650,1,3,23.0,0,0,7.55,0,0,1,2
522,0,3,22.0,0,0,7.8958,1,0,1,2
339,1,3,45.0,0,0,8.05,1,0,1,2
137,1,1,19.0,0,2,26.2833,0,0,1,2
299,1,1,37.0,0,0,30.5,1,0,1,2
413,1,1,33.0,1,0,90.0,0,1,0,2
123,0,2,32.5,1,0,30.0708,1,0,0,2
393,0,3,28.0,2,0,7.925,1,0,1,2
879,0,3,25.0,0,0,7.8958,1,0,1,2
471,0,3,25.0,0,0,7.25,1,0,1,2
360,1,3,25.0,0,0,7.8792,0,1,0,2
518,0,3,25.0,0,0,24.15,1,1,0,2
237,0,2,44.0,1,0,26.0,1,0,1,2
388,1,2,36.0,0,0,13.0,0,0,1,2
11,1,3,4.0,1,1,16.7,0,0,1,2
757,0,3,28.0,0,0,7.7958,1,0,1,2
354,0,3,25.0,1,0,17.8,1,0,1,2
598,0,3,49.0,0,0,0.0,1,0,1,2
433,1,2,42.0,1,0,26.0,0,0,1,2
494,0,1,71.0,0,0,49.5042,1,0,0,2
715,0,2,52.0,0,0,13.0,1,0,1,2
516,0,1,47.0,0,0,34.0208,1,0,1,2
737,0,3,48.0,1,3,34.375,0,0,1,2
639,0,3,41.0,0,5,39.6875,0,0,1,2
685,0,2,60.0,1,1,39.0,1,0,1,2
824,1,3,27.0,0,1,12.475,0,0,1,2
831,1,3,15.0,1,0,14.4542,0,0,0,2
188,1,1,45.0,0,0,26.55,1,0,1,2
30,0,3,25.0,0,0,7.8958,1,0,1,2
295,0,3,24.0,0,0,7.8958,1,0,1,2
210,1,1,40.0,0,0,31.0,1,0,0,2
605,1,1,35.0,0,0,26.55,1,0,0,2
484,1,3,63.0,0,0,9.5875,0,0,1,2
141,0,3,25.0,0,2,15.2458,0,0,0,2
840,1,1,37.0,0,0,29.7,1,0,0,2
820,0,3,10.0,3,2,27.9,1,0,1,2
843,1,1,30.0,0,0,31.0,0,0,0,2
661,1,1,50.0,2,0,133.65,1,0,1,2
382,1,3,1.0,0,2,15.7417,0,0,0,2
580,1,3,32.0,0,0,7.925,1,0,1,2
866,1,2,42.0,0,0,13.0,0,0,1,2
323,1,2,30.0,0,0,12.35,0,1,0,2
124,1,2,32.5,0,0,13.0,0,0,1,2
168,0,3,45.0,1,4,27.9,0,0,1,2
319,1,1,31.0,0,2,164.8667,0,0,1,2
851,0,3,4.0,4,2,31.275,1,0,1,2
501,0,3,17.0,0,0,8.6625,1,0,1,2
668,0,3,25.0,0,0,7.775,1,0,1,2
465,0,3,25.0,0,0,8.05,1,0,1,2
211,0,3,24.0,0,0,7.05,1,0,1,2
117,0,3,70.5,0,0,7.75,1,1,0,2
364,0,3,35.0,0,0,7.05,1,0,1,2
412,0,3,25.0,0,0,6.8583,1,1,0,2
125,0,1,54.0,0,1,77.2875,1,0,1,2
76,0,3,25.0,0,0,7.65,1,0,1,2
475,0,3,22.0,0,0,9.8375,0,0,1,2
692,1,3,4.0,0,1,13.4167,0,0,0,2
423,0,3,29.0,0,0,7.875,1,0,1,2
792,0,2,16.0,0,0,26.0,1,0,1,2
495,0,3,21.0,0,0,8.05,1,0,1,2
669,0,3,43.0,0,0,8.05,1,0,1,2
752,1,3,6.0,0,1,12.475,1,0,1,2
812,0,3,39.0,0,0,24.15,1,0,1,2
500,0,3,24.0,0,0,7.7958,1,0,1,2
368,1,3,25.0,0,0,7.2292,0,0,0,2
855,0,2,44.0,1,0,26.0,0,0,1,2
79,1,2,0.83,0,2,29.0,1,0,1,2
676,0,3,18.0,0,0,7.775,1,0,1,2
698,1,3,25.0,0,0,7.7333,0,1,0,2
356,0,3,28.0,0,0,9.5,1,0,1,2
798,1,3,31.0,0,0,8.6833,0,0,1,2
823,0,1,38.0,0,0,0.0,1,0,1,2
369,1,3,25.0,0,0,7.75,0,1,0,2
611,0,3,39.0,1,5,31.275,0,0,1,2
313,0,2,26.0,1,1,26.0,0,0,1,2
793,0,3,25.0,8,2,69.55,0,0,1,2
563,0,2,28.0,0,0,13.5,1,0,1,2
398,0,2,46.0,0,0,26.0,1,0,1,2
120,0,3,2.0,4,2,31.275,0,0,1,2
232,0,3,29.0,0,0,7.775,1,0,1,2
612,0,3,25.0,0,0,7.05,1,0,1,2
678,1,3,18.0,0,0,9.8417,0,0,1,2
10,1,2,14.0,1,0,30.0708,0,0,0,2
856,1,3,18.0,0,1,9.35,0,0,1,2
772,0,3,48.0,0,0,7.8542,1,0,1,2
170,0,3,28.0,0,0,56.4958,1,0,1,2
574,1,3,25.0,0,0,7.75,0,1,0,2
458,1,1,37.0,1,0,51.8625,0,0,1,2
625,0,3,21.0,0,0,16.1,1,0,1,2
394,1,1,23.0,1,0,113.275,0,0,0,2
77,0,3,25.0,0,0,7.8958,1,0,1,2
288,0,3,22.0,0,0,7.8958,1,0,1,2
350,0,3,42.0,0,0,8.6625,1,0,1,2
809,0,2,39.0,0,0,13.0,1,0,1,2
857,1,1,45.0,1,1,164.8667,0,0,1,2
502,0,3,21.0,0,0,7.75,0,1,0,2
397,0,3,31.0,0,0,7.8542,0,0,1,2
258,1,1,30.0,0,0,86.5,0,0,1,2
309,0,2,30.0,1,0,24.0,1,0,0,2
386,0,2,18.0,0,0,73.5,1,0,1,2
97,0,1,71.0,0,0,34.6542,1,0,0,2
819,0,3,43.0,0,0,6.45,1,0,1,2
133,0,3,47.0,1,0,14.5,0,0,1,2
448,1,1,34.0,0,0,26.55,1,0,1,2
292,1,1,19.0,1,0,91.0792,0,0,0,2
529,0,3,39.0,0,0,7.925,1,0,1,2
781,1,3,13.0,0,0,7.2292,0,0,0,2
870,1,3,4.0,1,1,11.1333,1,0,1,2
454,1,1,49.0,1,0,89.1042,1,0,0,2
23,1,3,15.0,0,0,8.0292,0,1,0,2
421,0,3,25.0,0,0,7.8958,1,0,0,2
466,0,3,38.0,0,0,7.05,1,0,1,2
570,1,3,32.0,0,0,7.8542,1,0,1,2
694,0,3,25.0,0,0,7.225,1,0,0,2
480,1,3,2.0,0,1,12.2875,0,0,1,2
889,0,3,25.0,1,2,23.45,0,0,1,2
681,0,3,25.0,0,0,8.1375,0,1,0,2
75,1,3,32.0,0,0,56.4958,1,0,1,2
385,0,3,25.0,0,0,7.8958,1,0,1,2
158,0,3,30.0,0,0,8.05,1,0,1,2
155,0,3,25.0,0,0,7.3125,1,0,1,2
534,1,3,25.0,0,2,22.3583,0,0,0,2
47,0,3,25.0,1,0,15.5,1,1,0,2
865,0,2,24.0,0,0,13.0,1,0,1,2
599,0,3,25.0,0,0,7.225,1,0,0,2
871,0,3,26.0,0,0,7.8958,1,0,1,2
269,1,1,58.0,0,1,153.4625,0,0,1,2
321,0,3,22.0,0,0,7.25,1,0,1,2
709,1,1,22.0,0,0,151.55,0,0,1,2
517,1,2,34.0,0,0,10.5,0,0,1,2
5,0,3,35.0,0,0,8.05,1,0,1,2
437,0,3,21.0,2,2,34.375,0,0,1,2
811,0,3,26.0,0,0,7.8875,1,0,1,2
80,1,3,30.0,0,0,12.475,0,0,1,2
576,0,3,19.0,0,0,14.5,1,0,1,2
9,1,3,27.0,0,2,11.1333,0,0,1,2
478,0,3,29.0,1,0,7.0458,1,0,1,2
208,1,3,26.0,0,0,18.7875,1,0,0,2
87,0,3,16.0,1,3,34.375,1,0,1,2
400,1,2,28.0,0,0,12.65,0,0,1,2
12,1,1,58.0,0,0,26.55,0,0,1,2
21,0,2,35.0,0,0,26.0,1,0,1,2
